"Precinct","Tally Type","Registration","Turnout","Total Votes","Harris, Kamala D.","Oliver, Chase","Skousen, Joel","Trump, Donald J.","None of These Candidates"
"3545","Mail",0,0,0,"0","0","0","0","0"
"3546","Totals",4344,3347,3341,"1576","20","4","1704","37"
"3546","Election Day",4344,519,519,"210","4","1","297","7"
"3546","Early Vote",4344,1380,1380,"493","7","0","871","9"
"3546","Mail",4344,1448,1442,"873","9","3","536","21"
"3547","Totals",2273,1838,1835,"758","7","2","1039","29"
"3547","Election Day",2273,198,195,"72","3","1","117","2"
"3547","Early Vote",2273,918,918,"286","2","1","622","7"
"3547","Mail",2273,722,722,"400","2","0","300","20"
"3552","Totals",0,0,0,"0","0","0","0","0"
"3552","Election Day",0,0,0,"0","0","0","0","0"
"3552","Early Vote",0,0,0,"0","0","0","0","0"
"3552","Mail",0,0,0,"0","0","0","0","0"
"3553","Totals",0,0,0,"0","0","0","0","0"
"3553","Election Day",0,0,0,"0","0","0","0","0"
"3553","Early Vote",0,0,0,"0","0","0","0","0"
"3553","Mail",0,0,0,"0","0","0","0","0"
"3557","Totals",2375,1927,1925,"916","11","1","974","23"
"3557","Election Day",2375,272,271,"116","3","1","147","4"
"3557","Early Vote",2375,831,831,"299","4","0","522","6"
"3557","Mail",2375,824,823,"501","4","0","305","13"
"3559","Totals",4,4,4,"*","*","*","*","*"
"3559","Election Day",4,0,0,"0","0","0","0","0"
"3559","Early Vote",4,0,0,"0","0","0","0","0"
"3559","Mail",4,4,4,"*","*","*","*","*"
"3562","Totals",11,10,10,"*","*","*","*","*"
"3562","Election Day",11,0,0,"0","0","0","0","0"
"3562","Early Vote",11,2,2,"*","*","*","*","*"
"3562","Mail",11,8,8,"*","*","*","*","*"
"3564","Totals",291,265,264,"75","1","0","187","1"
"3564","Election Day",291,23,23,"8","0","0","15","0"
"3564","Early Vote",291,119,119,"27","0","0","92","0"
"3564","Mail",291,123,122,"40","1","0","80","1"
"3565","Totals",3071,2508,2502,"1120","11","4","1329","38"
"3565","Election Day",3071,386,383,"155","0","1","217","10"
"3565","Early Vote",3071,1081,1081,"363","0","1","703","14"
"3565","Mail",3071,1041,1038,"602","11","2","409","14"
"3571","Totals",7,7,7,"*","*","*","*","*"
"3571","Election Day",7,0,0,"0","0","0","0","0"
"3571","Early Vote",7,0,0,"0","0","0","0","0"
"3571","Mail",7,7,7,"*","*","*","*","*"
"3574","Totals",0,0,0,"0","0","0","0","0"
"3574","Election Day",0,0,0,"0","0","0","0","0"
"3574","Early Vote",0,0,0,"0","0","0","0","0"
"3574","Mail",0,0,0,"0","0","0","0","0"
"3576","Totals",2657,2205,2199,"996","7","2","1158","36"
"3576","Election Day",2657,234,232,"101","2","0","125","4"
"3576","Early Vote",2657,1030,1030,"347","0","0","673","10"
"3576","Mail",2657,941,937,"548","5","2","360","22"
"3578","Totals",47,41,41,"13","0","0","28","0"
"3578","Election Day",47,0,0,"0","0","0","0","0"
"3578","Early Vote",47,29,29,"8","0","0","21","0"
"3578","Mail",47,12,12,"5","0","0","7","0"
"3579","Totals",15,13,13,"2","0","0","11","0"
"3579","Election Day",15,1,1,"*","*","*","*","*"
"3579","Early Vote",15,6,6,"*","*","*","*","*"
"3579","Mail",15,6,6,"*","*","*","*","*"
"3580","Totals",0,0,0,"0","0","0","0","0"
"3580","Election Day",0,0,0,"0","0","0","0","0"
"3580","Early Vote",0,0,0,"0","0","0","0","0"
"3580","Mail",0,0,0,"0","0","0","0","0"
"3581","Totals",1,1,1,"*","*","*","*","*"
"3581","Election Day",1,0,0,"0","0","0","0","0"
"3581","Early Vote",1,0,0,"0","0","0","0","0"
"3581","Mail",1,1,1,"*","*","*","*","*"
"3582","Totals",0,0,0,"0","0","0","0","0"
"3582","Election Day",0,0,0,"0","0","0","0","0"
"3582","Early Vote",0,0,0,"0","0","0","0","0"
"3582","Mail",0,0,0,"0","0","0","0","0"
"3583","Totals",1742,1496,1496,"715","5","6","764","6"
"3583","Election Day",1742,210,210,"74","2","1","132","1"
"3583","Early Vote",1742,642,642,"222","1","4","414","1"
"3583","Mail",1742,644,644,"419","2","1","218","4"
"3584","Totals",2,4,4,"*","*","*","*","*"
"3584","Election Day",2,0,0,"0","0","0","0","0"
"3584","Early Vote",2,4,4,"*","*","*","*","*"
"3584","Mail",2,0,0,"0","0","0","0","0"
"3585","Totals",0,0,0,"0","0","0","0","0"
"3585","Election Day",0,0,0,"0","0","0","0","0"
"3585","Early Vote",0,0,0,"0","0","0","0","0"
"3585","Mail",0,0,0,"0","0","0","0","0"
"3586","Totals",0,0,0,"0","0","0","0","0"
"3586","Election Day",0,0,0,"0","0","0","0","0"
"3586","Early Vote",0,0,0,"0","0","0","0","0"
"3586","Mail",0,0,0,"0","0","0","0","0"
"3587","Totals",2726,2178,2175,"930","5","0","1211","29"
"3587","Election Day",2726,278,278,"117","1","0","156","4"
"3587","Early Vote",2726,1023,1023,"305","0","0","710","8"
"3587","Mail",2726,877,874,"508","4","0","345","17"
"3588","Totals",3341,2653,2646,"1213","8","3","1392","30"
"3588","Election Day",3341,372,372,"152","0","1","216","3"
"3588","Early Vote",3341,1173,1171,"416","1","0","748","6"
"3588","Mail",3341,1108,1103,"645","7","2","428","21"
"3602","Totals",2562,2013,2009,"961","4","3","1022","19"
"3602","Election Day",2562,235,235,"106","1","1","125","2"
"3602","Early Vote",2562,927,927,"361","1","0","558","7"
"3602","Mail",2562,851,847,"494","2","2","339","10"
"3604","Totals",3058,2134,2130,"1181","6","2","911","30"
"3604","Election Day",3058,478,478,"227","4","2","237","8"
"3604","Early Vote",3058,850,850,"392","1","0","448","9"
"3604","Mail",3058,806,802,"562","1","0","226","13"
"3605","Totals",891,697,695,"156","7","3","522","7"
"3605","Election Day",891,323,322,"43","1","1","273","4"
"3605","Early Vote",891,166,166,"35","1","1","128","1"
"3605","Mail",891,208,207,"78","5","1","121","2"
"3606","Totals",3713,2872,2867,"1379","12","3","1442","31"
"3606","Election Day",3713,478,477,"213","1","0","258","5"
"3606","Early Vote",3713,1274,1274,"468","6","2","792","6"
"3606","Mail",3713,1120,1116,"698","5","1","392","20"
"3607","Totals",2007,1368,1365,"805","12","1","530","17"
"3607","Election Day",2007,309,308,"174","3","0","126","5"
"3607","Early Vote",2007,485,485,"231","2","0","249","3"
"3607","Mail",2007,574,572,"400","7","1","155","9"
"3609","Totals",1718,1414,1413,"441","1","6","946","19"
"3609","Election Day",1718,185,185,"79","1","2","99","4"
"3609","Early Vote",1718,777,777,"151","0","2","620","4"
"3609","Mail",1718,452,451,"211","0","2","227","11"
"3611","Totals",0,0,0,"0","0","0","0","0"
"3611","Election Day",0,0,0,"0","0","0","0","0"
"3611","Early Vote",0,0,0,"0","0","0","0","0"
"3611","Mail",0,0,0,"0","0","0","0","0"
"3612","Totals",0,0,0,"0","0","0","0","0"
"3612","Election Day",0,0,0,"0","0","0","0","0"
"3612","Early Vote",0,0,0,"0","0","0","0","0"
"3612","Mail",0,0,0,"0","0","0","0","0"
"3613","Totals",1563,1115,1111,"639","6","2","447","17"
"3613","Election Day",1563,211,210,"99","1","1","107","2"
"3613","Early Vote",1563,398,397,"190","1","0","203","3"
"3613","Mail",1563,506,504,"350","4","1","137","12"
"3700","Totals",341,285,285,"131","0","1","151","2"
"3700","Election Day",341,53,53,"23","0","1","28","1"
"3700","Early Vote",341,135,135,"51","0","0","84","0"
"3700","Mail",341,97,97,"57","0","0","39","1"
"3705","Totals",1265,1015,1014,"424","4","0","576","10"
"3705","Election Day",1265,137,137,"46","1","0","90","0"
"3705","Early Vote",1265,485,485,"160","1","0","321","3"
"3705","Mail",1265,393,392,"218","2","0","165","7"
"3706","Totals",3781,3104,3096,"1468","11","2","1577","38"
"3706","Election Day",3781,422,421,"154","2","1","260","4"
"3706","Early Vote",3781,1303,1301,"497","3","0","786","15"
"3706","Mail",3781,1379,1374,"817","6","1","531","19"
"3709","Totals",1108,912,912,"354","5","0","546","7"
"3709","Election Day",1108,139,139,"40","0","0","99","0"
"3709","Early Vote",1108,421,421,"111","2","0","306","2"
"3709","Mail",1108,352,352,"203","3","0","141","5"
"3710","Totals",651,525,523,"195","2","1","320","5"
"3710","Election Day",651,85,85,"40","0","0","45","0"
"3710","Early Vote",651,264,263,"75","0","0","188","0"
"3710","Mail",651,176,175,"80","2","1","87","5"
"3712","Totals",1,1,1,"*","*","*","*","*"
"3712","Election Day",1,0,0,"0","0","0","0","0"
"3712","Early Vote",1,0,0,"0","0","0","0","0"
"3712","Mail",1,1,1,"*","*","*","*","*"
"3713","Totals",58,51,51,"25","0","0","26","0"
"3713","Election Day",58,6,6,"*","*","*","*","*"
"3713","Early Vote",58,29,29,"18","0","0","11","0"
"3713","Mail",58,16,16,"4","0","0","12","0"
"3714","Totals",49,42,42,"21","0","1","20","0"
"3714","Election Day",49,1,1,"*","*","*","*","*"
"3714","Early Vote",49,15,15,"3","0","1","11","0"
"3714","Mail",49,26,26,"18","0","0","8","0"
"3715","Totals",2008,1706,1703,"518","6","1","1163","15"
"3715","Election Day",2008,193,191,"53","1","0","137","0"
"3715","Early Vote",2008,983,983,"226","1","1","751","4"
"3715","Mail",2008,530,529,"239","4","0","275","11"
"3716","Totals",4,4,4,"*","*","*","*","*"
"3716","Election Day",4,0,0,"0","0","0","0","0"
"3716","Early Vote",4,0,0,"0","0","0","0","0"
"3716","Mail",4,4,4,"*","*","*","*","*"
"3717","Totals",1125,956,954,"339","5","0","599","11"
"3717","Election Day",1125,102,101,"25","2","0","71","3"
"3717","Early Vote",1125,508,508,"141","1","0","364","2"
"3717","Mail",1125,346,345,"173","2","0","164","6"
"3719","Totals",3651,2796,2789,"1454","9","3","1287","36"
"3719","Election Day",3651,473,473,"221","2","1","238","11"
"3719","Early Vote",3651,1147,1146,"476","2","2","658","8"
"3719","Mail",3651,1176,1170,"757","5","0","391","17"
"3724","Totals",3604,2538,2533,"1370","12","3","1123","25"
"3724","Election Day",3604,509,509,"244","3","0","254","8"
"3724","Early Vote",3604,957,956,"414","1","2","535","4"
"3724","Mail",3604,1072,1068,"712","8","1","334","13"
"3725","Totals",12,10,10,"*","*","*","*","*"
"3725","Election Day",12,3,3,"*","*","*","*","*"
"3725","Early Vote",12,3,3,"*","*","*","*","*"
"3725","Mail",12,4,4,"*","*","*","*","*"
"3727","Totals",2301,2085,2082,"917","3","1","1132","29"
"3727","Election Day",2301,179,179,"57","1","0","117","4"
"3727","Early Vote",2301,779,778,"246","1","0","523","8"
"3727","Mail",2301,1127,1125,"614","1","1","492","17"
"3729","Totals",1274,985,983,"463","5","0","504","11"
"3729","Election Day",1274,166,165,"78","2","0","85","0"
"3729","Early Vote",1274,388,388,"150","0","0","237","1"
"3729","Mail",1274,431,430,"235","3","0","182","10"
"3730","Totals",2209,1640,1640,"850","3","6","761","20"
"3730","Election Day",2209,286,286,"144","0","2","136","4"
"3730","Early Vote",2209,639,639,"258","1","2","373","5"
"3730","Mail",2209,715,715,"448","2","2","252","11"
"3731","Totals",7,3,3,"*","*","*","*","*"
"3731","Election Day",7,2,2,"*","*","*","*","*"
"3731","Early Vote",7,1,1,"*","*","*","*","*"
"3731","Mail",7,0,0,"0","0","0","0","0"
"3732","Totals",3006,2248,2243,"1140","4","4","1069","26"
"3732","Election Day",3006,395,394,"171","0","1","215","7"
"3732","Early Vote",3006,896,895,"349","0","3","534","9"
"3732","Mail",3006,957,954,"620","4","0","320","10"
"3735","Totals",93,78,77,"36","0","0","40","1"
"3735","Election Day",93,16,15,"5","0","0","10","0"
"3735","Early Vote",93,32,32,"9","0","0","22","1"
"3735","Mail",93,30,30,"22","0","0","8","0"
"3736","Totals",49,43,43,"10","0","0","33","0"
"3736","Election Day",49,3,3,"*","*","*","*","*"
"3736","Early Vote",49,27,27,"3","0","0","24","0"
"3736","Mail",49,13,13,"7","0","0","6","0"
"3737","Totals",0,0,0,"0","0","0","0","0"
"3737","Election Day",0,0,0,"0","0","0","0","0"
"3737","Early Vote",0,0,0,"0","0","0","0","0"
"3737","Mail",0,0,0,"0","0","0","0","0"
"3740","Totals",4442,3762,3758,"1607","11","1","2081","58"
"3740","Election Day",4442,388,387,"150","4","1","225","7"
"3740","Early Vote",4442,1684,1683,"490","1","0","1173","19"
"3740","Mail",4442,1690,1688,"967","6","0","683","32"
"3745","Totals",0,0,0,"0","0","0","0","0"
"3745","Election Day",0,0,0,"0","0","0","0","0"
"3745","Early Vote",0,0,0,"0","0","0","0","0"
"3745","Mail",0,0,0,"0","0","0","0","0"
"3747","Totals",2460,1797,1794,"919","6","2","845","22"
"3747","Election Day",2460,321,321,"152","1","1","161","6"
"3747","Early Vote",2460,684,684,"249","2","0","428","5"
"3747","Mail",2460,792,789,"518","3","1","256","11"
"3748","Totals",2497,2041,2037,"924","5","3","1087","18"
"3748","Election Day",2497,233,233,"96","1","2","131","3"
"3748","Early Vote",2497,870,868,"293","3","0","566","6"
"3748","Mail",2497,938,936,"535","1","1","390","9"
"3750","Totals",1,1,1,"*","*","*","*","*"
"3750","Election Day",1,0,0,"0","0","0","0","0"
"3750","Early Vote",1,1,1,"*","*","*","*","*"
"3750","Mail",1,0,0,"0","0","0","0","0"
"3753","Totals",408,270,270,"160","3","0","103","4"
"3753","Election Day",408,97,97,"53","0","0","43","1"
"3753","Early Vote",408,79,79,"47","1","0","31","0"
"3753","Mail",408,94,94,"60","2","0","29","3"
"3754","Totals",2745,1629,1626,"1021","10","1","572","22"
"3754","Election Day",2745,385,385,"229","5","0","144","7"
"3754","Early Vote",2745,545,545,"267","1","1","272","4"
"3754","Mail",2745,699,696,"525","4","0","156","11"
"3755","Totals",2251,1649,1648,"948","3","1","681","15"
"3755","Election Day",2251,246,246,"118","0","0","125","3"
"3755","Early Vote",2251,647,647,"308","0","0","336","3"
"3755","Mail",2251,756,755,"522","3","1","220","9"
"3757","Totals",1192,1040,1040,"339","1","2","682","16"
"3757","Election Day",1192,142,142,"42","0","0","99","1"
"3757","Early Vote",1192,536,536,"132","1","1","396","6"
"3757","Mail",1192,362,362,"165","0","1","187","9"
"3758","Totals",357,311,311,"100","1","2","207","1"
"3758","Election Day",357,46,46,"12","0","0","34","0"
"3758","Early Vote",357,163,163,"45","1","0","117","0"
"3758","Mail",357,102,102,"43","0","2","56","1"
"3762","Totals",3125,2067,2065,"1159","11","3","864","28"
"3762","Election Day",3125,421,420,"204","1","1","204","10"
"3762","Early Vote",3125,777,777,"366","3","1","400","7"
"3762","Mail",3125,869,868,"589","7","1","260","11"
"3763","Totals",404,319,318,"143","0","2","171","2"
"3763","Election Day",404,41,41,"16","0","1","24","0"
"3763","Early Vote",404,130,130,"49","0","0","80","1"
"3763","Mail",404,148,147,"78","0","1","67","1"
"3764","Totals",3613,2425,2421,"1307","4","5","1065","40"
"3764","Election Day",3613,450,450,"203","1","2","234","10"
"3764","Early Vote",3613,973,971,"441","1","0","523","6"
"3764","Mail",3613,1002,1000,"663","2","3","308","24"
"3765","Totals",2093,1310,1307,"776","5","0","513","13"
"3765","Election Day",2093,266,266,"161","1","0","103","1"
"3765","Early Vote",2093,472,472,"212","1","0","256","3"
"3765","Mail",2093,572,569,"403","3","0","154","9"
"3766","Totals",2428,1999,1997,"899","7","5","1059","27"
"3766","Election Day",2428,296,296,"133","2","2","152","7"
"3766","Early Vote",2428,876,876,"274","1","1","595","5"
"3766","Mail",2428,827,825,"492","4","2","312","15"
"3767","Totals",40,37,37,"10","0","0","26","1"
"3767","Election Day",40,7,7,"*","*","*","*","*"
"3767","Early Vote",40,16,16,"1","0","0","15","0"
"3767","Mail",40,14,14,"7","0","0","7","0"
"3769","Totals",1156,879,877,"439","3","2","419","14"
"3769","Election Day",1156,155,155,"67","3","1","82","2"
"3769","Early Vote",1156,383,382,"140","0","1","238","3"
"3769","Mail",1156,341,340,"232","0","0","99","9"
"3771","Totals",1055,759,758,"407","4","2","336","9"
"3771","Election Day",1055,145,145,"67","1","0","72","5"
"3771","Early Vote",1055,313,313,"138","1","0","173","1"
"3771","Mail",1055,301,300,"202","2","2","91","3"
"3773","Totals",1443,939,938,"561","4","0","360","13"
"3773","Election Day",1443,186,186,"118","0","0","67","1"
"3773","Early Vote",1443,343,343,"164","2","0","174","3"
"3773","Mail",1443,410,409,"279","2","0","119","9"
"3776","Totals",0,0,0,"0","0","0","0","0"
"3776","Election Day",0,0,0,"0","0","0","0","0"
"3776","Early Vote",0,0,0,"0","0","0","0","0"
"3776","Mail",0,0,0,"0","0","0","0","0"
"3777","Totals",8,8,7,"*","*","*","*","*"
"3777","Election Day",8,0,0,"0","0","0","0","0"
"3777","Early Vote",8,6,6,"*","*","*","*","*"
"3777","Mail",8,2,1,"*","*","*","*","*"
"3778","Totals",0,0,0,"0","0","0","0","0"
"3778","Election Day",0,0,0,"0","0","0","0","0"
"3778","Early Vote",0,0,0,"0","0","0","0","0"
"3778","Mail",0,0,0,"0","0","0","0","0"
"3779","Totals",0,0,0,"0","0","0","0","0"
"3779","Election Day",0,0,0,"0","0","0","0","0"
"3779","Early Vote",0,0,0,"0","0","0","0","0"
"3779","Mail",0,0,0,"0","0","0","0","0"
"3780","Totals",1787,1449,1447,"626","6","4","792","19"
"3780","Election Day",1787,231,231,"77","0","1","148","5"
"3780","Early Vote",1787,635,635,"207","4","3","417","4"
"3780","Mail",1787,583,581,"342","2","0","227","10"
"3781","Totals",2724,2125,2123,"1027","7","5","1048","36"
"3781","Election Day",2724,357,357,"141","1","2","210","3"
"3781","Early Vote",2724,879,878,"336","1","1","526","14"
"3781","Mail",2724,889,888,"550","5","2","312","19"
"3786","Totals",32,23,23,"6","0","0","17","0"
"3786","Election Day",32,2,2,"*","*","*","*","*"
"3786","Early Vote",32,13,13,"1","0","0","12","0"
"3786","Mail",32,8,8,"*","*","*","*","*"
"3787","Totals",1629,1229,1228,"596","5","3","605","19"
"3787","Election Day",1629,206,206,"95","1","0","107","3"
"3787","Early Vote",1629,520,520,"186","1","1","324","8"
"3787","Mail",1629,503,502,"315","3","2","174","8"
"3793","Totals",4789,4029,4019,"1877","29","6","2045","62"
"3793","Election Day",4789,493,492,"198","5","0","283","6"
"3793","Early Vote",4789,1606,1605,"581","4","1","1001","18"
"3793","Mail",4789,1930,1922,"1098","20","5","761","38"
"3800","Totals",3165,2572,2565,"1217","9","4","1298","37"
"3800","Election Day",3165,351,350,"143","1","1","196","9"
"3800","Early Vote",3165,1126,1125,"437","2","1","675","10"
"3800","Mail",3165,1095,1090,"637","6","2","427","18"
"3863","Totals",3092,2174,2166,"1145","4","7","972","38"
"3863","Election Day",3092,518,518,"252","1","0","257","8"
"3863","Early Vote",3092,777,776,"320","2","3","442","9"
"3863","Mail",3092,879,872,"573","1","4","273","21"
"3875","Totals",0,0,0,"0","0","0","0","0"
"3875","Election Day",0,0,0,"0","0","0","0","0"
"3875","Early Vote",0,0,0,"0","0","0","0","0"
"3875","Mail",0,0,0,"0","0","0","0","0"
"3881","Totals",0,0,0,"0","0","0","0","0"
"3881","Election Day",0,0,0,"0","0","0","0","0"
"3881","Early Vote",0,0,0,"0","0","0","0","0"
"3881","Mail",0,0,0,"0","0","0","0","0"
"4000","Totals",1245,674,673,"425","5","0","234","9"
"4000","Election Day",1245,181,181,"111","2","0","66","2"
"4000","Early Vote",1245,227,227,"129","2","0","94","2"
"4000","Mail",1245,266,265,"185","1","0","74","5"
"4001","Totals",462,276,276,"151","3","0","120","2"
"4001","Election Day",462,52,52,"20","0","0","30","2"
"4001","Early Vote",462,109,109,"53","0","0","56","0"
